Field Sample Number,Project Name,Station Name,Station Number,Station Latitude,Station Longitude,Location,Location Latitude,Location Longitude,Sample Date,Matrix,Parameter,Measurement Value,Flag
1989PN952674,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-01-13 12:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",495,
1989PN952795,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-02-11 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",538,
1989PN952995,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-03-13 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",518,
1990PN950396,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-05-24 13:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",NV,
1990PN950662,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-06-16 09:35:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",5780,
1990PN951104,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-07-16 11:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",8840,
1990PN951351,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-08-15 14:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",710,
1990PN951588,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-09-23 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",457,
1990PN951764,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-10-15 11:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",413,
1990PN951948,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-11-16 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",854,
1990PN952205,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-12-14 11:45:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",400,
1990PN952309,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-01-15 10:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",404,
1990PN952427,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-02-18 10:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",411,
1990PN952595,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-03-17 11:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",449,
1991PN951146,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-05-15 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",1450,
1991PN951655,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-06-11 14:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",1660,
1991PN952184,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-07-14 11:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",3540,
1991PN952562,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-08-18 14:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",1030,
1991PN953004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-09-23 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",583,
1991PN953463,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-11-15 12:15:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",575,
1991PN953622,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-12-16 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",510,
1991PN953698,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-01-20 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",558,
1991PN953827,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-02-16 15:35:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",625,
1991PN953999,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-03-18 10:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",574,
1992PN950403,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-05-20 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",1610,
1992PN950517,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-06-16 10:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",1210,
1992PN950719,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-07-20 10:50:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",606,
1992PN950971,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-08-17 11:15:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",432,
1992PN951246,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-09-18 11:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",439,
1992PN951738,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-11-24 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",858,
1992PN951833,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1992-12-15 11:45:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",548,
1992PN951960,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1993-01-27 11:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",415,
1992PN952067,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1993-02-14 09:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",421,
1992PN952245,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1993-03-17 09:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",394,
1993PN950346,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1993-05-16 10:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1993PN950877,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1993-07-14 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1993PN951443,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1993-09-13 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1993PN951744,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1993-10-17 11:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1993PN951923,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1993-12-14 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1993PN952106,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1994-02-16 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1993PN952181,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1994-03-13 09:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1994PN950303,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1994-05-18 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1994PN950565,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1994-06-17 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1994PN950827,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1994-07-18 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1994PN951212,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1994-08-18 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1994PN951471,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1994-09-11 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1994PN951807,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1994-10-09 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1994PN952081,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-01-15 10:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN950040,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-04-09 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN950279,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-05-22 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN950599,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-06-22 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN950812,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-07-16 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN951147,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-08-16 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN951490,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-09-21 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN951883,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-10-18 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN952038,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1995-12-15 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN952096,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-01-24 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN952172,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-02-15 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1995PN952334,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-03-14 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN950354,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-05-14 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN950562,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-06-17 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN950849,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-07-10 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN951231,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-08-22 09:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN951400,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-09-10 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN951581,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-10-09 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN951824,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1996-12-14 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN951855,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-01-14 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN951891,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-02-14 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1996PN951987,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-03-24 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN950415,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-05-22 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN950532,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-06-16 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN950643,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-07-14 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN950813,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-08-14 08:45:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN950939,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-09-16 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN951164,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-10-27 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN951267,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-12-16 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN951294,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-01-21 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN951313,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-02-18 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1997PN951404,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-03-25 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1998PN661187,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-01-26 10:45:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1998PN661300,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-03-21 13:40:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1998PN950268,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-05-18 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1998PN950405,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-06-10 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1998PN950641,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-07-27 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1998PN950952,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-10-07 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1999PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-05-31 15:10:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1999PN070018,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-07-27 10:10:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1999PN070019,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-08-23 09:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1999PN070020,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-09-12 10:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1999PN070029,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-01-18 10:35:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1999PN070030,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-02-16 09:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
1999PN070031,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-03-21 13:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070013,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-05-29 11:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070014,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-06-20 12:25:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070015,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-07-16 10:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070016,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-08-20 10:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070017,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-09-19 10:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070018,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-10-18 10:40:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070019,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-01-28 12:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070020,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-02-28 14:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2000PN070021,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-03-25 13:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2001PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-06-17 13:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2001PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-07-08 09:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2001PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-09-01 16:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2001PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-09-29 18:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2001PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-01-07 12:15:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2001PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-02-04 14:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2002PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-06-02 17:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2002PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-06-25 11:50:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2002PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-07-17 13:25:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
2002PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-08-21 13:46:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",,
